year,month,first,last,entertainment,food_dining,gas_transport,grocery_net,grocery_pos,health_fitness,home,kids_pets,misc_net,misc_pos,personal_care,shopping_net,shopping_pos,travel,total_amount,median_monthly_income,period,expense_to_income_ratio,category_concentration,entertainment_income_adj,food_dining_income_adj,gas_transport_income_adj,grocery_net_income_adj,grocery_pos_income_adj,health_fitness_income_adj,home_income_adj,kids_pets_income_adj,misc_net_income_adj,misc_pos_income_adj,personal_care_income_adj,shopping_net_income_adj,shopping_pos_income_adj,travel_income_adj,grocery_online_ratio,misc_online_ratio
2019,1,Alan,Parsons,53.43,230.05,300.41,33.4,545.92,234.27,172.48,344.48,175.48000000000002,109.25,83.23,290.23,1.31,0.0,2573.94,7917,2019-01-01,0.3251155740810913,0.11808873282805286,0.006748768472906404,0.029057723885310093,0.03794492863458381,0.004218769736011115,0.06895541240368826,0.029590754073512696,0.021786030061892128,0.043511431097638,0.022164961475306305,0.013799418971832764,0.010512820512820513,0.03665908803839839,0.00016546671719085512,0.0,0.05765380100807844,0.6163031644013627
2019,1,Alan,Taylor,20.25,237.9,75.23,0.0,205.79,0.0,100.98,220.47,253.4,113.12,22.03,0.0,15.510000000000002,0.0,1264.6799999999998,7917,2019-01-01,0.15974232663887833,0.15102586278395955,0.002557787040545661,0.030049261083743842,0.009502336743716054,0.0,0.02599343185550082,0.0,0.01275483137552103,0.027847669571807503,0.032007073386383735,0.014288240495137047,0.0027826196791714036,0.0,0.0019590754073512697,0.0,0.0,0.6913674560733385
2019,1,Alex,White,20.76,62.22,68.64,67.2,165.79,262.52,62.21,271.73,27.45,91.78,101.66,0.0,1562.37,7.14,2771.47,5167,2019-01-01,0.536378943293981,0.34477111367130864,0.004017805302883685,0.012041803754596478,0.01328430423843623,0.01300561254112638,0.03208631701180569,0.050807044706793106,0.012039868395587381,0.0525895103541707,0.005312560479969034,0.01776272498548481,0.01967485968647184,0.0,0.302374685504161,0.0013818463324946778,0.2884243958968196,0.23022729178897927
2019,1,Alice,Kemp,158.25,134.25,222.97,87.58,860.4,262.75,669.6500000000001,262.4,20.02,247.13,67.88,13.12,35.68,0.0,3042.08,21000,2019-01-01,0.14486095238095237,0.16150303033570504,0.007535714285714285,0.006392857142857143,0.010617619047619048,0.004170476190476191,0.04097142857142857,0.012511904761904762,0.03188809523809524,0.012495238095238094,0.0009533333333333333,0.011768095238095237,0.0032323809523809523,0.0006247619047619048,0.0016990476190476191,0.0,0.09238591531466908,0.07493917274939173
2019,1,Alicia,Bishop,153.45000000000002,733.62,422.32,78.28,400.68,92.2,193.05,515.61,28.5,1.17,149.63,4.6,764.2199999999999,14.35,3551.68,7083,2019-01-01,0.501437244105605,0.14474346858026652,0.021664548919949178,0.10357475645912749,0.059624452915431315,0.011051814203021319,0.05656925031766201,0.013017083156854441,0.02725540025412961,0.07279542566709021,0.004023718763235917,0.00016518424396442185,0.02112522942256106,0.0006494423266977269,0.10789495976281235,0.002025977693067909,0.16343744780357441,0.9605662285136501
2019,1,Alicia,Hawkins,43.25,130.77,177.44,263.0,537.92,9.96,52.77,132.58,7.86,386.26,68.65,16.27,255.92,1.29,2083.94,6833,2019-01-01,0.3049817064247036,0.1494833964078827,0.006329577052539149,0.01913800673203571,0.025968096004683156,0.03848968242353285,0.0787238401873262,0.0014576320796136398,0.0077228157471096156,0.019402897702326945,0.0011503000146348603,0.0565286111517635,0.010046831552758671,0.0023810917605736866,0.037453534318747254,0.0001887896970583931,0.3283723717724617,0.019943164518420785
2019,1,Alicia,Miller,74.63,1.76,110.63,0.0,131.68,0.0,49.29,130.77,28.66,4.58,0.0,0.0,7.97,0.0,539.97,12083,2019-01-01,0.044688405197384755,0.19065061937065175,0.006176446246793014,0.00014565919059836134,0.009155838781759497,0.0,0.010897955805677399,0.0,0.004079284945791608,0.010822643383265745,0.002371927501448316,0.00037904493917073574,0.0,0.0,0.0006596044028800794,0.0,0.0,0.8622141997593261
2019,1,Alicia,Mitchell,55.12,126.39,280.7,225.43,286.24,93.63,232.3,254.42,88.78999999999999,30.28,76.9,944.16,47.150000000000006,0.0,2741.51,5167,2019-01-01,0.5305806077027289,0.16849556337916455,0.010667698858138184,0.024461002515966713,0.054325527385329975,0.04362879814205535,0.05539771627636927,0.0181207664021676,0.04495838978130443,0.049239403909425196,0.017184052641765046,0.005860267079543255,0.014882910779949682,0.1827288562028256,0.009125217727888525,0.0,0.44057693435221923,0.7456958091878727
2019,1,Alicia,Morales,435.28,340.07,228.95,50.44,1055.98,188.44,654.37,514.87,130.35000000000002,253.75,111.63,232.09,883.61,18.24,5098.069999999999,5167,2019-01-01,0.9866595703502997,0.12053641513965192,0.08424230694793884,0.06581575382233404,0.04431004451325721,0.009761950841881169,0.2043700406425392,0.036469905167408556,0.12664408747822722,0.09964582930133539,0.025227404683568808,0.049109734855815754,0.02160441261854074,0.044917747242113414,0.17101025740274822,0.0035300948325914456,0.04558847453950579,0.33936474876334294
2019,1,Allen,Bell,777.63,368.74,436.12,190.71,401.37,826.1,861.73,412.27,200.8,203.15,142.41,867.87,535.03,93.99,7592.089999999999,8167,2019-01-01,0.9296057303783518,0.097040849441779,0.09521611362801519,0.04514999387780091,0.05340026937676013,0.023351291784008816,0.04914534100648953,0.10115097342965594,0.10551365250397943,0.0504799804089629,0.02458675156116077,0.02487449491857475,0.017437247459287375,0.10626545855271213,0.06551120362434186,0.01150850985674054,0.32210174300770167,0.4970912241614061
2019,1,Allison,Allen,743.08,622.22,635.3399999999999,314.09000000000003,2015.56,640.53,726.53,702.25,1370.9700000000003,869.69,97.94,1390.07,545.14,16.89,10817.13,8500,2019-01-01,1.2726035294117646,0.10334622079016255,0.08742117647058824,0.07320235294117647,0.07474588235294116,0.03695176470588236,0.23712470588235293,0.07535647058823529,0.08547411764705883,0.08261764705882353,0.16129058823529416,0.1023164705882353,0.01152235294117647,0.1635376470588235,0.06413411764705883,0.0019870588235294116,0.13482282746335286,0.6118598984227862
2019,1,Allison,Ayala,938.04,338.22,389.08,391.62,1973.82,434.34,812.51,697.49,177.16000000000005,702.9000000000001,346.7,2200.04,349.93,7.5,10817.0,4833,2019-01-01,2.2381543554727914,0.12744702706275407,0.19409062693978896,0.06998137802607077,0.08050486240430374,0.08103041589075109,0.40840471756672875,0.08986964618249534,0.16811711152493275,0.1443182288433685,0.03665632112559488,0.14543761638733707,0.07173598179184772,0.45521208359197185,0.07240430374508587,0.0015518311607697084,0.16555905032467533,0.2013044565143286
2019,1,Alyssa,Morgan,998.68,287.87,499.92,51.06,917.02,239.07,305.03,1101.78,58.38,15.58,59.09,289.16,316.17,4.97,5143.780000000001,7333,2019-01-01,0.7014564298377199,0.1409206393774452,0.13618982681030956,0.039256784399290874,0.06817400790945043,0.006963043774717033,0.12505386608482202,0.03260193645165689,0.041596890767762164,0.15024955679803628,0.00796127096686213,0.0021246420291831446,0.008058093549706805,0.0394327014864312,0.04311605072957862,0.0006777580799127232,0.052743574911164375,0.7893455922120064
2019,1,Amanda,Adams,72.63,35.49,245.02,0.0,0.0,32.04,0.0,88.63,0.0,0.0,69.36999999999999,6.38,269.81,0.0,819.3699999999999,5167,2019-01-01,0.15857751112831428,0.22804455446577993,0.014056512483065609,0.006868589123282369,0.04742016644087478,0.0,0.0,0.006200890265144184,0.0,0.017153086897619508,0.0,0.0,0.013425585446100249,0.0012347590478033676,0.05221792142442423,0.0,,
2019,1,Amanda,Alexander,49.86,19.46,161.07999999999998,0.0,548.3199999999999,77.37,0.0,79.97,15.37,13.53,110.74,45.97,0.0,0.0,1121.6699999999998,5167,2019-01-01,0.217083413973292,0.28346804549694915,0.00964970001935359,0.0037662086317011806,0.031174762918521382,0.0,0.10611960518676213,0.014973872653377202,0.0,0.01547706599574221,0.00297464679698084,0.0026185407393071415,0.021432165666731177,0.008896845364815173,0.0,0.0,0.0,0.5318339100346021
2019,1,Amanda,Fitzgerald,197.72,260.34000000000003,260.52,415.27,1539.48,292.94,809.89,605.37,10.83,120.06,190.95,643.62,150.38,4.37,5501.740000000001,4000,2019-01-01,1.3754350000000002,0.1424972836881135,0.04943,0.065085,0.06513,0.1038175,0.38487,0.073235,0.2024725,0.1513425,0.0027075,0.030015,0.047737499999999995,0.160905,0.037594999999999996,0.0010925,0.21244148868141705,0.08274123309649323
2019,1,Amanda,Gomez,343.76,317.38,355.98,360.82,805.1800000000001,219.64,528.58,282.24,308.7,81.63,331.29999999999995,904.04,1044.36,0.0,5883.61,3667,2019-01-01,1.6044750477229341,0.10547233051746915,0.09374420507226615,0.08655031360785383,0.09707662939732752,0.09839650940823562,0.21957458412871558,0.059896373056994814,0.14414507772020727,0.07696754840469049,0.08418325606763022,0.022260703572402507,0.09034633215162256,0.24653395145895826,0.28479956367602943,0.0,0.309451114922813,0.7908692644685267
2019,1,Amanda,Jones,60.64,225.36,362.05,244.23,57.86,115.87,97.57,648.91,0.0,78.25,419.08,0.0,11.15,18.4,2339.3700000000003,6250,2019-01-01,0.37429920000000005,0.15984655263947434,0.0097024,0.0360576,0.057928,0.0390768,0.0092576,0.018539200000000002,0.015611199999999999,0.10382559999999999,0.0,0.01252,0.0670528,0.0,0.001784,0.0029439999999999996,0.8084676751961336,0.0
2019,1,Amanda,Molina,45.07,37.8,146.2,17.14,985.07,83.31,213.5,82.56,0.0,110.14,0.0,151.23,130.32,0.0,2002.34,4333,2019-01-01,0.4621140087699054,0.27605736387361035,0.010401569351488575,0.008723747980613893,0.03374105700438495,0.003955688899146088,0.2273413339487653,0.019226863604892685,0.049273021001615507,0.01905377336718209,0.0,0.025418878375259635,0.0,0.03490191553196399,0.03007615970459266,0.0,0.017102204128875184,0.0
2019,1,Amanda,Smith,271.55,70.2,607.8,249.08,645.81,32.37,581.53,617.53,709.29,59.24,535.03,32.96,28.32,7.71,4448.419999999999,6000,2019-01-01,0.7414033333333332,0.12343441388644873,0.04525833333333334,0.0117,0.10129999999999999,0.04151333333333333,0.107635,0.005395,0.09692166666666666,0.10292166666666666,0.118215,0.009873333333333333,0.08917166666666666,0.005493333333333334,0.00472,0.001285,0.2783358848573568,0.9229177780958453
2019,1,Amanda,Spencer,691.53,255.66,399.98,286.16,634.17,125.13,492.32,346.94000000000005,292.27000000000004,579.6800000000001,289.64000000000004,30.49,935.1,93.99,6219.080000000001,9583,2019-01-01,0.6489700511322134,0.09939312988026135,0.07216216216216216,0.026678493164979653,0.04173849525200877,0.02986121256391527,0.06617656266304915,0.013057497652092246,0.051374308671605966,0.036203694041531884,0.030498799958259423,0.0604904518418032,0.03022435562976104,0.003181675884378587,0.09757904622769488,0.009807993321506834,0.31093194832288423,0.3351912380297036
2019,1,Amanda,Vance,71.01,227.24,125.9,0.0,244.28000000000003,380.98,190.24,8.8,159.18,0.0,141.79,104.97,1187.33,7.12,2848.84,7667,2019-01-01,0.3715716707969219,0.21930843916261092,0.009261771227337942,0.029638711360375637,0.016421025172818574,0.0,0.03186122342506848,0.049690883005086735,0.024812834224598932,0.0011477761836441896,0.020761706012782054,0.0,0.018493543758967,0.01369114386331029,0.15486239728707446,0.0009286552758575714,0.0,1.0
2019,1,Amanda,Wheeler,180.07,159.76999999999998,681.6,0.0,639.44,57.38,321.68,317.22,2.02,51.620000000000005,17.43,5.21,1223.15,18.7,3675.29,4583,2019-01-01,0.8019397774383591,0.19531429934157218,0.03929085751691032,0.03486144446868863,0.1487235435304386,0.0,0.13952432904211218,0.012520183286057168,0.07018983198778093,0.06921667030329479,0.0004407593279511237,0.011263364608335153,0.0038031856862317257,0.001136809949814532,0.2668885009818896,0.004080296748854462,0.0,0.037658463832960475
2019,1,Amanda,Williams,420.11,54.44,135.21,430.39,786.56,279.36,493.22,475.88,11.93,173.88,492.41,1780.39,851.0500000000001,3.32,6388.15,8167,2019-01-01,0.7821905228358026,0.14007756267002552,0.0514399412268887,0.006665850373454144,0.016555650789763683,0.05269866536059752,0.09630953838618832,0.034205950777519284,0.060391820742010535,0.05826864209624097,0.0014607567038080079,0.021290559568997183,0.06029264111668912,0.21799804089628996,0.10420595077751929,0.000406514019835925,0.35366284563868694,0.06420537107798288
2019,1,Amber,Lewis,1306.25,136.59,974.93,211.77,234.84,197.65,16.82,547.74,895.8100000000001,1119.07,243.55,296.21000000000004,1123.84,40.76,7345.830000000001,6833,2019-01-01,1.0750519537538419,0.12196400310808769,0.19116786184691936,0.01998975559783404,0.1426796429094102,0.030992243524074346,0.0343685057807698,0.02892580125859798,0.0024615834918776526,0.08016098346260793,0.13110054148982878,0.16377433045514414,0.03564320210741988,0.0433499195082687,0.16447241328845308,0.005965169032635738,0.47417209645999864,0.44459719685539584
2019,1,Amber,Perez,327.31,45.02,130.69,74.94,1493.69,329.87,610.35,253.44,188.31,171.88,0.0,1639.34,213.1,11.95,5489.89,7917,2019-01-01,0.6934305923961097,0.18934109799858442,0.04134268030819755,0.005686497410635342,0.016507515473032714,0.009465706707086017,0.18866868763420488,0.041666035114310974,0.0770935960591133,0.032012125805229254,0.023785524820007578,0.021710243779209295,0.0,0.2070658077554629,0.02691676139952002,0.0015094101300997852,0.047774172366969896,0.5228074072017547
2019,1,Amber,Thornton,304.43,509.83,291.06,0.0,874.5,269.31,47.55,380.39,50.83,590.54,190.0,19.32,9.95,11.25,3548.96,6833,2019-01-01,0.5193853358700424,0.14367281020702694,0.04455290501975706,0.0746129079467291,0.04259622420605883,0.0,0.127981852773306,0.039413142104492906,0.0069588760427337915,0.055669544855846624,0.007438899458510171,0.0864247036440802,0.027806234450460997,0.002827454997804771,0.0014561685935899312,0.0016464217766720328,0.0,0.07925222570435161
2019,1,Amy,Abbott,0.0,126.01,93.12,123.88,0.0,65.74,0.0,26.57,99.13,0.0,272.68,7.23,13.7,3.41,831.4700000000001,7333,2019-01-01,0.11338742670121371,0.18710925153147223,0.0,0.017183962907404884,0.012698759034501569,0.01689349515887086,0.0,0.008964952952406928,0.0,0.003623346515750716,0.013518341742806491,0.0,0.037185326605754805,0.0009859539069957727,0.0018682667393972452,0.00046502113732442384,1.0,1.0
2019,1,Amy,Daugherty,92.71,19.87,129.04,0.0,51.75,17.7,59.53,112.66,12.48,58.45,94.63,0.0,137.53,0.0,786.35,8167,2019-01-01,0.09628382514999388,0.12341016599156694,0.011351781559936328,0.002432961919921636,0.015800171421574628,0.0,0.006336476062201543,0.002167258479245745,0.007289090241214644,0.013794538998408228,0.0015281008938410677,0.007156850740786091,0.011586874005142647,0.0,0.016839720827721318,0.0,0.0,0.1759481178626815
2019,1,Amy,Flynn,2.64,95.9,71.64,0.0,179.64,0.0,60.47,131.06,0.0,0.0,36.57,22.38,729.82,0.0,1330.12,6833,2019-01-01,0.19466120298551148,0.3402152769430154,0.00038636031025903703,0.014034830967364263,0.010484413873847504,0.0,0.02629006292989902,0.0,0.00884969998536514,0.019180447826723256,0.0,0.0,0.005351968388701888,0.0032752817210595637,0.10680813698229183,0.0,0.0,
2019,1,Amy,Garrett,69.84,0.0,146.06,74.54,286.25,0.0,0.0,84.69,117.39,14.14,13.35,4.73,48.010000000000005,0.0,859.0000000000001,12083,2019-01-01,0.07109161632045023,0.18616108369777776,0.005780021517834975,0.0,0.012088057601589009,0.006168997765455599,0.023690308698170983,0.0,0.0,0.007009020938508649,0.009715302491103204,0.0011702391790118349,0.0011048580650500704,0.0003914590747330961,0.0039733509889928005,0.0,0.20660217855262064,0.8924960085151676
2019,1,Ana,Howell,275.51,318.36,774.3199999999999,139.21,1518.49,101.36,1016.64,460.82,203.91,72.61,434.91,41.66,98.68,1.29,5457.77,8750,2019-01-01,0.6237451428571429,0.1546191768889367,0.03148685714285714,0.036384,0.08849371428571427,0.015909714285714287,0.1735417142857143,0.011584,0.11618742857142857,0.052665142857142855,0.023304,0.008298285714285715,0.049704000000000005,0.004761142857142857,0.011277714285714287,0.00014742857142857144,0.08397780056705073,0.7374150151887748
2019,1,Ana,Mccormick,1113.22,374.92,473.53,499.32,1740.81,397.17,1123.8,528.82,172.95,443.76,437.93,1966.85,1426.09,41.89,10741.06,7083,2019-01-01,1.5164563038260623,0.1118720440243628,0.15716786672313993,0.05293237328815474,0.06685444020895101,0.07049555273189327,0.2457729775518848,0.056073697585768745,0.15866158407454467,0.0746604546096287,0.024417619652689536,0.06265141889030072,0.0618283213327686,0.2776860087533531,0.2013398277566003,0.005914160666384301,0.2228977782539406,0.2804397528822299
2019,1,Andrea,Cruz,250.94,200.78,1060.26,0.0,1542.71,373.85,638.71,303.25,72.14999999999999,100.85,695.16,1053.89,45.34,14.26,6352.15,8167,2019-01-01,0.7777825394881841,0.1451959940706409,0.030726092812538262,0.024584302681523205,0.12982245622627647,0.0,0.18889555528345783,0.045775682625198974,0.07820619566548305,0.03713113750459165,0.008834333292518672,0.012348475572425615,0.08511815844251254,0.12904248806171179,0.0055516101383617,0.001746051181584425,0.0,0.4170520231213872
2019,1,Andrea,Lewis,157.7,83.53999999999999,530.52,0.0,480.15,163.63,106.13,168.1,138.12,279.48,240.0,533.03,21.34,4.98,2906.72,5167,2019-01-01,0.562554673892007,0.12421877520765379,0.030520611573446873,0.016167989161989547,0.10267466615057093,0.0,0.09292626282175342,0.031668279465840915,0.020539965163537836,0.03253338494290691,0.02673117863363654,0.05408941358622025,0.046448616218308494,0.10316044126185407,0.004130056125411264,0.0009638087865299013,0.0,0.3307471264367816
2019,1,Andrea,Perkins,246.38,62.21,180.13,49.78,245.55,20.3,0.0,241.24,39.98,19.23,45.21,15.05,539.58,0.0,1704.6400000000003,14583,2019-01-01,0.11689227182335599,0.17681441840537526,0.01689501474319413,0.004265926078310361,0.012352053761228828,0.0034135637385997396,0.016838099156552152,0.0013920318178701227,0.0,0.01654254954398958,0.0027415483782486454,0.001318658712199136,0.0031001851470890763,0.0010320235891106084,0.03700061715696359,0.0,0.16855720719195474,0.6752237797669313
2019,1,Andrew,Mcgee,71.9,614.37,628.36,451.75,779.96,118.45,542.49,851.08,78.82,862.4399999999999,235.38,34.95,48.73,7.07,5325.749999999999,4833,2019-01-01,1.1019553072625696,0.12098600459463248,0.014876888061245604,0.12711980136561143,0.13001448375750052,0.09347196358369543,0.16138216428719224,0.024508586799089592,0.11224705152079453,0.17609766190771778,0.016308710945582453,0.1784481688392303,0.04870266914959652,0.007231533209186841,0.010082764328574384,0.001462859507552245,0.3667665278352859,0.08373881817988653
2019,1,Andrew,Patterson,1123.19,77.85,1069.56,332.41,190.52,618.41,92.1,275.84,409.73,646.97,319.89,725.6899999999999,1158.03,28.09,7068.280000000001,4333,2019-01-01,1.6312670205400417,0.11174003672936351,0.25921763212554816,0.017966766674359563,0.24684052619432262,0.07671590122317101,0.04396953611816294,0.1427209785368105,0.021255481190860834,0.06366028156012,0.0945603507962151,0.14931225478882992,0.07382644818832218,0.16747980613893376,0.2672582506346642,0.006482806369720748,0.635668253877192,0.38774486609255226
2019,1,Andrew,Tucker,389.38,243.01,161.36,52.62,1377.25,151.62,258.94,556.71,1370.9700000000003,274.47,160.64,2200.04,850.53,93.99,10973.490000000002,3667,2019-01-01,2.9924979547313884,0.15221305421621653,0.10618489228251977,0.06626943005181347,0.04400327242977912,0.01434960458140169,0.37557949277338426,0.04134715025906736,0.07061358058358332,0.1518161985274066,0.3738669211889829,0.07484865012271612,0.04380692664303245,0.5999563676029451,0.23194164166893919,0.025631306244886826,0.03680054830159385,0.833193553092182
2019,1,Angela,Edwards,210.21,116.08,224.39,0.0,0.0,0.0,0.0,74.91,0.0,610.0,4.46,421.69,353.16,0.0,2014.9,7083,2019-01-01,0.28446985740505437,0.19416849360841804,0.02967810249894113,0.01638853593110264,0.031680079062544116,0.0,0.0,0.0,0.0,0.010576027107157984,0.0,0.08612169984469857,0.0006296766906677961,0.059535507553296625,0.04986022871664549,0.0,,0.0
2019,1,Angela,Hodges,711.29,647.6800000000001,555.41,201.45,3088.45,418.41,820.7800000000001,356.84000000000003,113.53,230.69000000000003,272.17,847.5799999999999,2593.63,1.3,11603.62,4333,2019-01-01,2.6779644588045235,0.16429937687179394,0.16415647357489035,0.14947611354719595,0.1281813985691207,0.04649203784906531,0.7127740595430417,0.0965635818139857,0.18942534041080086,0.08235402723286407,0.026201246249711516,0.053240249249942306,0.06281329333025618,0.19561043157165933,0.5985760443111009,0.0003000230786983614,0.06123286422079699,0.3298181395619081
2019,1,Angela,Ross,0.0,273.72,65.55,147.45,1307.25,384.7,337.59,137.22,372.22,17.59,395.34,304.45,744.4499999999999,6.26,4493.79,10417,2019-01-01,0.4313900355188634,0.1501791257736625,0.0,0.026276279159066912,0.00629259863684362,0.01415474704809446,0.1254919842565038,0.036930018239416336,0.03240760295670538,0.013172698473648842,0.03573197657674955,0.001688585965249112,0.03795142555438226,0.029226264759527693,0.07146491312278007,0.0006009407698953633,0.1013611053825531,0.9548754521433519
