year,month,first,last,entertainment,food_dining,gas_transport,grocery_net,grocery_pos,health_fitness,home,kids_pets,misc_net,misc_pos,personal_care,shopping_net,shopping_pos,travel,Total Amount,median_monthly_income
2019,1,Alyssa,Morgan,998.6800000000001,287.87,499.92,51.06,917.02,239.07,305.03,1101.78,58.379999999999995,15.58,59.09,289.16,316.17,4.97,5143.780000000001,7333
2019,1,Amanda,Adams,72.63,35.49,245.02,,,32.04,,88.63,,,69.36999999999999,6.38,269.81,,819.3699999999999,5167
2019,1,Amanda,Alexander,49.86,19.46,161.07999999999998,,548.3199999999999,77.37,,79.97,15.37,13.530000000000001,110.74,45.97,,,1121.6699999999998,5167
2019,1,Amanda,Fitzgerald,197.72,260.34000000000003,260.52,415.27,1539.48,292.94,809.89,605.37,10.83,120.06,190.95,643.62,150.38,4.37,5501.740000000001,4000
2019,1,Amanda,Gomez,343.76,317.38,355.98,360.82,805.1800000000001,219.64,528.58,282.24,308.7,81.63,331.29999999999995,904.0400000000001,1044.36,,5883.61,3667
2019,1,Amanda,Jones,60.64,225.36,362.04999999999995,244.23000000000002,57.86,115.87,97.57,648.91,,78.25,419.08000000000004,,11.15,18.4,2339.3700000000003,6250
2019,1,Amanda,Molina,45.07,37.8,146.2,17.14,985.0699999999999,83.31,213.5,82.56,,110.13999999999999,,151.23,130.32,,2002.34,4333
2019,1,Amanda,Smith,271.55,70.2,607.8,249.07999999999998,645.81,32.37,581.53,617.53,709.29,59.24,535.03,32.96,28.32,7.71,4448.419999999999,6000
2019,1,Amanda,Spencer,691.53,255.66,399.98,286.15999999999997,634.17,125.13,492.32,346.94000000000005,292.27000000000004,579.6800000000001,289.64000000000004,30.49,935.1,860.01,6219.080000000001,9583
2019,1,Amanda,Vance,71.01,227.24,125.9,,244.28000000000003,380.98,190.24,8.8,159.18,,141.79,104.97,1187.33,7.12,2848.8399999999997,7667
2019,1,Amanda,Wheeler,180.07,159.76999999999998,681.6,,639.44,57.38,321.68,317.22,2.02,51.620000000000005,17.43,5.21,1223.15,18.7,3675.29,4583
2019,1,Amanda,Williams,420.11,54.44,135.21,430.39,786.56,279.36,493.21999999999997,475.88,11.93,173.88,492.41,1780.3899999999999,851.0500000000001,3.32,6388.15,8167
2019,1,Amber,Lewis,1306.25,136.59,974.93,211.77,234.84,197.65,16.82,547.74,895.8100000000001,1119.07,243.55,296.21000000000004,1123.8400000000001,40.76,7345.830000000001,6833
2019,1,Amber,Perez,327.31,45.019999999999996,130.69,74.94,1493.69,329.87,610.35,253.44,188.31,171.88,,1639.34,213.1,11.95,5489.89,7917
2019,1,Amber,Thornton,304.43,509.83,291.06,,874.5,269.31,47.55,380.39000000000004,50.83,590.54,190.0,19.32,9.95,11.25,3548.9599999999996,6833
2019,1,Amy,Abbott,,126.00999999999999,93.12,123.88,,65.74,,26.57,99.13,,272.68,7.23,13.7,3.41,831.4700000000001,7333
2019,1,Amy,Daugherty,92.71000000000001,19.869999999999997,129.04,,51.75,17.7,59.53,112.66,12.48,58.45,94.63,,137.53,,786.35,8167
2019,1,Amy,Flynn,2.64,95.9,71.64,,179.64,,60.47,131.06,,,36.57,22.38,729.82,,1330.12,6833
2019,1,Amy,Garrett,69.84,,146.06,74.54,286.25,,,84.69,117.39,14.14,13.35,4.73,48.010000000000005,,859.0000000000001,12083
2019,1,Ana,Howell,275.51,318.36,774.3199999999999,139.21,1518.49,101.36,1016.64,460.82,203.91,72.61,434.91,41.66,98.67999999999999,1.29,5457.7699999999995,8750
2019,1,Ana,Mccormick,1113.22,374.92,473.53,499.32,1740.81,397.17,1123.8,528.82,172.95,443.76,437.93,1966.85,1426.09,41.89,10741.06,7083
2019,1,Andrea,Cruz,250.94,200.78,1060.26,,1542.71,373.85,638.71,303.25,72.14999999999999,100.85,695.16,1053.8899999999999,45.34,14.26,6352.15,8167
2019,1,Andrea,Lewis,157.7,83.53999999999999,530.52,,480.15,163.63,106.13000000000001,168.1,138.12,279.48,240.0,533.03,21.34,4.98,2906.72,5167
2019,1,Andrea,Perkins,246.37999999999997,62.21,180.13,49.78,245.55,20.3,,241.24,39.98,19.23,45.21,15.05,539.58,,1704.6400000000003,14583
2019,1,Andrew,Mcgee,71.9,614.37,628.36,451.75,779.96,118.45,542.49,851.08,78.82,862.4399999999999,235.38,34.95,48.730000000000004,7.07,5325.749999999999,4833
2019,1,Andrew,Patterson,1123.19,77.85,1069.56,332.41,190.52,618.41,92.1,275.84,409.73,646.97,319.89,725.6899999999999,1158.03,28.09,7068.280000000001,4333
2019,1,Andrew,Tucker,389.38,243.01,161.36,52.62,1377.25,151.62,258.94,556.71,2564.63,274.47,160.64,2943.02,850.53,989.31,10973.490000000002,3667
2019,1,Angela,Edwards,210.20999999999998,116.08,224.39000000000001,,,,,74.91,,610.0,4.46,421.69,353.15999999999997,,2014.9,7083
2019,1,Angela,Hodges,711.29,647.6800000000001,555.41,201.45,3088.45,418.40999999999997,820.7800000000001,356.84000000000003,113.53,230.69000000000003,272.17,847.5799999999999,3338.04,1.3,11603.619999999999,4333
2019,1,Angela,Ross,,273.71999999999997,65.55,147.45,1307.25,384.7,337.59,137.22,372.22,17.59,395.34000000000003,304.45,744.4499999999999,6.26,4493.79,10417
2019,1,Angela,Taylor,789.3000000000001,663.18,212.06,415.6,1564.45,470.59000000000003,364.92,275.17,432.68,29.62,252.26999999999998,634.77,804.53,12.530000000000001,6921.67,5667
2019,1,Angela,West,60.06,195.19,374.62,,897.37,187.47,578.84,301.65,687.6999999999999,565.39,171.4,8.63,833.5500000000001,16.63,4878.5,4333
2019,1,Angela,White,153.54,181.53,126.52,271.96,788.8399999999999,30.07,311.13,398.38,459.68,315.68,115.56,8.92,1417.5600000000002,,4579.37,4333
2019,1,Angie,Jones,,295.78999999999996,,69.08,259.07,104.65,110.12,236.1,157.32,1.22,450.42,2.45,459.2,15.61,2161.03,7917
2019,1,Ann,Lawson,1633.25,515.9300000000001,278.94,204.06,1569.06,560.83,576.96,473.73,555.81,461.51,540.08,1214.2,605.9100000000001,7.28,9197.550000000001,4333
2019,1,Anna,Logan,574.67,68.92999999999999,928.71,81.58,311.75,378.59000000000003,109.46,179.47,19.33,116.03,420.6,422.03,169.89000000000001,30.63,3811.6699999999996,6500
2019,1,Anthony,Allen,146.35000000000002,293.23,,51.16,89.64,,291.59000000000003,94.32,175.71,,161.72,221.08999999999997,,393.19,1918.0,9583
2019,1,Anthony,Roberts,157.34,129.88,,,233.57,89.62,2.14,21.6,,9.059999999999999,81.94,3.75,803.19,,1532.0900000000001,5167
2019,1,Anthony,Velasquez,39.36,,92.57,64.57,123.33,,177.91,190.02,1253.55,,66.28,29.33,1.07,1.5,2039.4899999999998,4583
2019,1,Antonio,Koch,290.39,228.32999999999998,436.42,240.29,321.37,454.24,268.64,138.86,349.78,787.67,,29.5,12.870000000000001,20.28,3578.64,6000
2019,1,April,Johnson,722.35,405.39,89.41,88.46000000000001,1258.84,192.65,164.73000000000002,627.27,385.09,1581.8,195.13,24.939999999999998,538.37,26.26,6300.69,16250
2019,1,Ariana,Campbell,227.91,58.77,322.05,,88.92,,52.730000000000004,242.06,2.65,180.59,61.83,1.79,36.97,2042.69,3318.96,7917
2019,1,Ashley,Blanchard,34.11,128.07,418.16,,520.41,245.29000000000002,317.84000000000003,207.0,,20.3,185.0,50.96,239.5,10.68,2377.32,5167
2019,1,Ashley,Cabrera,113.34,197.35,114.3,261.78,1341.46,135.82999999999998,477.7,403.08,351.83000000000004,137.12,376.08000000000004,776.74,65.89,6.95,4759.45,5167
2019,1,Ashley,Cruz,548.12,810.78,241.29,215.88000000000002,1671.08,261.65999999999997,900.53,379.38,1216.59,567.68,326.54,507.59,394.84000000000003,10.65,8052.61,6500
2019,1,Ashley,Lopez,898.1899999999999,282.58,142.39,418.99,2040.3300000000002,781.1800000000001,477.99,417.39,1297.8,348.71,203.26,1706.99,2104.49,,11120.29,5167
2019,1,Ashley,Mcdonald,58.06,,68.13,138.62,382.89,119.75,,113.38,,47.45,23.08,,285.51,3.83,1240.6999999999998,4167
2019,1,Ashley,Robinson,12.18,,59.7,,449.12,3.24,,256.66,7.48,217.42000000000002,,11.729999999999999,5.42,,1022.9499999999999,10417
2019,1,Ashley,Whitehead,37.49,46.51,418.06,252.20999999999998,261.25,120.06,410.26,301.39,114.85,51.8,86.07,24.32,44.26,1.88,2170.4100000000003,5167
2019,1,Ashley,Whitney,295.13,514.42,792.46,266.51,1053.26,168.72,388.1,371.31,402.78999999999996,97.52,951.5,80.99,786.5699999999999,1.9,6171.179999999999,8167
2019,1,Audrey,Gonzalez,101.78,97.29,516.06,78.67,727.11,406.67,204.08999999999997,376.36,26.79,116.31,310.79,107.61000000000001,28.61,52.66,3150.7999999999997,7333
2019,1,Audrey,Hickman,60.42,88.03,57.09,176.61,1061.58,31.27,559.84,216.56,346.91,13.43,51.67,935.44,16.15,5.83,3620.83,6000
2019,1,Audrey,Martinez,76.1,,43.08,,,275.15999999999997,27.49,,18.03,,204.70999999999998,3.63,61.07,,709.27,5417
2019,1,Barbara,Lowe,872.64,437.11,149.43,258.87,3560.86,101.6,168.6,334.88,151.54,158.6,219.56,666.92,122.74,10.07,7213.420000000001,7917
2019,1,Barbara,Nelson,240.2,355.69,82.68,246.86,1702.33,628.34,453.23,389.75,20.54,97.59,556.42,116.39,1594.5,5.5,6490.02,7333
2019,1,Barbara,Norman,1007.55,276.82,46.59,151.09,1170.76,421.97999999999996,352.65,318.54999999999995,157.4,1258.32,330.83000000000004,325.44,497.72,10.84,6326.54,4333
2019,1,Barbara,Taylor,725.99,84.36999999999999,999.3199999999999,446.43,1311.37,1083.36,268.17999999999995,944.5,445.87000000000006,207.56,277.69,1678.6200000000001,29.729999999999997,3.24,8506.23,4167
2019,1,Becky,Mckinney,1351.89,57.519999999999996,348.65,332.85,2384.37,315.9,923.26,447.76,1110.01,294.64,225.43,1685.94,3215.01,19.7,12712.930000000002,6500
2019,1,Belinda,Jimenez,315.51,114.11,40.81,,169.19,64.43,61.01,,135.45999999999998,54.77,43.08,7.02,1.83,8.15,1015.37,7333
2019,1,Benjamin,Harris,55.69,42.26,205.71,178.34,123.41999999999999,147.51,140.31,,28.94,3.78,215.42000000000002,4.7,106.03,18.72,1270.8300000000002,6250
2019,1,Benjamin,Kim,408.52,142.84,638.12,,955.28,254.63,633.23,207.06,368.40000000000003,51.839999999999996,482.83000000000004,604.4,240.73999999999998,27.05,5014.94,7333
2019,1,Benjamin,Martin,,220.16999999999996,243.37,,274.83,318.74,48.08,481.44,146.35,2.16,4.68,1337.8500000000001,145.96,,3223.63,7083
2019,1,Benjamin,Robinson,4.76,35.16,361.7,,331.83000000000004,178.04,81.11999999999999,467.78,54.41,77.17999999999999,197.82000000000002,,54.47,9.629999999999999,1853.9,7667
2019,1,Benjamin,Rogers,379.03999999999996,177.44,293.73,107.86,645.28,146.5,1012.68,253.85,274.6,221.2,230.76999999999998,463.05,687.6600000000001,1320.25,6213.91,4333
2019,1,Beth,Lambert,177.95,50.86,547.3,93.69,704.38,179.95,303.04,319.77,134.34,112.11,279.45,1332.1499999999999,118.35000000000001,,4353.34,3667
2019,1,Bethany,Andrade,237.68,178.72,167.89999999999998,,464.8,26.57,125.12,483.74,460.82,62.53999999999999,,,34.35,4.47,2246.7099999999996,8750
2019,1,Bianca,Novak,25.42,143.69,280.88,,529.61,112.53,258.33,525.49,64.99,87.99,16.15,27.9,22.54,5.6899999999999995,2101.21,4333
2019,1,Bianca,Scott,28.259999999999998,274.59000000000003,131.82999999999998,,394.82,30.439999999999998,275.90999999999997,140.64,702.33,4.15,213.45,13.72,92.53999999999999,7.02,2309.7,10833
2019,1,Bill,Lane,444.02,250.87,617.64,,1108.07,510.15999999999997,372.17,451.84000000000003,25.88,,305.32,1419.45,1019.2,128.63,6653.25,16250
2019,1,Billy,Gallagher,517.73,528.37,512.33,,1150.91,385.76,564.3199999999999,948.68,244.68,6.840000000000001,135.01,683.19,205.48999999999998,12.04,5895.350000000001,6000
2019,1,Billy,Mcdonald,74.4,14.620000000000001,251.01,,521.62,159.14,188.39,355.23,101.84,,452.2,136.35,5.380000000000001,6.38,2266.56,5167
2019,1,Bobby,Smith,,9.399999999999999,223.15,,1896.51,,287.6,135.64999999999998,731.6,,,3110.08,725.7199999999999,2.75,7122.46,10417
2019,1,Bradley,Anderson,168.01,149.22,454.32,,142.61,86.80000000000001,85.42999999999999,190.28,17.9,,,24.94,,12.84,1332.3500000000001,8500
2019,1,Bradley,Martinez,224.45,,,49.93,466.93,71.15,500.52,,,,218.64999999999998,261.72,,964.3299999999999,2757.6800000000003,4833
2019,1,Brandon,Bridges,,80.13,,24.28,50.18,45.730000000000004,74.26,,8.24,9.66,21.81,3.3,147.33,9.52,474.44000000000005,7167
2019,1,Brandon,Pittman,274.77,29.23,,42.3,,147.78,111.4,162.82,,188.44,,,15.780000000000001,,972.52,6500
2019,1,Brandy,Quinn,222.42,150.42,601.16,,380.27,481.75,194.38,263.51,489.03999999999996,53.25,347.88,34.660000000000004,38.11,25.849999999999998,3282.7,5167
2019,1,Breanna,Rodriguez,208.72,343.88,1117.6200000000001,105.29,811.97,396.34,188.0,194.38,227.68999999999997,70.18,614.99,30.85,341.9,11.35,4663.160000000001,4000
2019,1,Brenda,Johnson,281.25,2.14,460.75,,877.47,316.82000000000005,448.62,419.21,123.49000000000001,9.49,191.33999999999997,481.28,8.82,,3620.68,8500
2019,1,Brenda,Perez,89.55,355.38,416.43,,817.8199999999999,361.95000000000005,327.62,145.81,26.75,19.380000000000003,198.99,7.9,34.44,8.77,2810.7900000000004,3667
2019,1,Brent,Terrell,186.54,275.44,326.05,,705.45,82.38,252.23000000000002,303.59,601.05,115.44,357.9,362.2,40.85,,3609.1200000000003,4833
2019,1,Brian,Hogan,,165.52,292.63,,410.05,86.11,1.67,,514.16,289.03,4.3,,230.82000000000002,,1994.2899999999997,6833
2019,1,Brian,Perez,45.3,55.34,301.68,,758.54,164.73999999999998,12.66,138.06,349.59,,173.8,506.2,266.53,21.3,2793.74,3667
2019,1,Brian,Simpson,90.23,183.2,236.49,220.48000000000002,371.59000000000003,312.35,427.72,586.02,6.96,9.74,103.82,145.19,34.52,9.9,2738.21,7917
2019,1,Brian,Williams,652.78,267.25,456.14,108.27000000000001,359.31,264.27,363.24,82.21000000000001,,342.41,204.49,22.5,361.26,,3484.13,4833
2019,1,Briana,Santos,,45.38,478.51,,749.67,,254.53,61.55,128.13,69.32,30.57,1931.77,1646.38,8.01,5403.82,8167
2019,1,Brianna,Foley,689.77,978.16,206.57,708.77,1416.15,658.81,287.49,205.4,327.52,703.4,1275.39,1303.6599999999999,1432.8700000000001,,10193.960000000001,6500
2019,1,Brianna,Page,145.51999999999998,237.39999999999998,288.78,,626.12,87.58,345.81,291.77,7.14,2.59,62.18,260.46,35.18,6.21,2396.74,4833
2019,1,Brianna,Wilson,28.86,362.43,228.51999999999998,,1368.18,51.78,213.1,85.23,906.18,26.04,,4284.76,1121.59,9.5,8686.17,4333
2019,1,Bridget,Bowen,9.510000000000002,165.64,274.23,,268.84000000000003,427.72999999999996,,259.94,1.91,,,38.21,59.89,,1505.9,5167
2019,1,Brittany,Cox,260.05,449.6,171.8,,872.63,79.48,626.43,243.88,17.95,115.19,344.28000000000003,47.699999999999996,13.06,24.64,3266.6899999999996,7667
2019,1,Brittany,Guerra,55.56,64.21,429.88,,804.3299999999999,330.57,192.12,51.71,18.48,,36.85,46.1,207.11,1.71,2238.6299999999997,14583
2019,1,Brooke,Fisher,70.43,60.27,76.03,60.88,100.69,,378.64,15.78,,,28.160000000000004,40.62,65.72,8.76,905.98,9333
2019,1,Brooke,Rodriguez,40.8,43.7,404.07,131.26,513.02,12.86,3.98,176.72,13.65,440.46000000000004,84.72999999999999,14.94,2859.7,,4739.889999999999,4583
2019,1,Brooke,Smith,506.35,337.28,398.77,64.04,1027.38,354.89,397.26,142.51999999999998,61.2,9.93,14.45,293.78999999999996,914.71,6.67,4529.24,7333
2019,1,Bryan,Miller,,343.57,511.95,,813.14,165.39,141.64,94.32,50.019999999999996,10.149999999999999,218.95999999999998,2240.61,13.15,17.509999999999998,4620.41,6250
2019,1,Bryan,Pugh,362.38,178.09,337.87,49.29,890.49,227.24,643.8,199.61,81.0,76.73,397.76,513.55,944.53,2492.2,7394.54,5417
2019,1,Bryan,Torres,72.05,424.62,460.12,77.46,296.18,27.55,212.47,41.03,,40.51,489.67999999999995,367.53000000000003,29.57,4.63,2543.4000000000005,4333
2019,1,Bryce,Joseph,215.87,148.26,589.6,,1321.29,15.82,384.16999999999996,348.65,416.08,32.39,254.87,101.87,35.39,51.26,3915.5199999999995,11250
2019,1,Candice,Brown,123.69,376.58,801.9399999999999,292.18,1164.33,279.54,511.03,191.34,29.09,75.41,450.0,62.870000000000005,1036.75,,5394.749999999999,3833
2019,1,Carl,Hernandez,160.45999999999998,322.59,389.92,183.69,541.8299999999999,243.45,534.01,231.48000000000002,,263.52,263.63,1420.53,292.2,1936.81,6784.119999999999,5417
2019,1,Carlos,Chung,149.66,264.75,576.8,297.42,580.96,117.56,796.71,86.58,5.44,634.22,139.54,28.7,108.92,16.509999999999998,3803.7700000000004,4833
2019,1,Carol,Dillon,401.79,210.26,1050.98,275.47,1016.7,645.13,715.28,162.76,35.07,36.65,243.82999999999998,23.87,436.35999999999996,6.9,5261.049999999998,7083
2019,1,Carolyn,Perez,142.45000000000002,18.91,785.98,94.34,912.53,133.66,307.71,249.93,209.79000000000002,355.41999999999996,241.48,132.05,26.94,10.899999999999999,3622.0900000000006,7917
2019,1,Carolyn,Thomas,236.37,66.72,302.43,,251.26,267.69,231.16,34.03,1.45,2.2,5.69,14.61,6.03,5.98,1425.6200000000001,5167
2019,1,Carrie,Lewis,340.93,189.09,75.42,,1090.45,45.29,135.24,200.41,95.89,307.19,144.2,424.51,862.7700000000001,,3911.39,4583
2019,1,Carrie,Washington,2318.25,391.5,865.49,365.15,268.54,272.35,310.74,146.07,1095.85,1493.08,307.5,921.63,1664.17,7.78,10428.1,7083
2019,1,Casey,Howell,71.19,363.71000000000004,618.0,65.34,696.04,54.36,364.52,375.87,,657.13,80.71000000000001,1464.9,76.4,14.35,4902.52,4833
2019,1,Cassandra,Nunez,34.16,398.11,547.75,,986.46,101.58000000000001,229.99,192.93,41.71,,55.94,1161.82,14.53,12.15,3777.13,6500
2019,1,Cassandra,Sanders,195.97000000000003,56.93,347.38,36.65,666.61,127.66999999999999,261.13,281.33,59.49,615.62,174.41,16.28,101.60000000000001,,2941.07,8750
2019,1,Catherine,Weber,100.45,179.6,288.62,61.87,479.99,77.45,319.08,842.5600000000001,8.63,108.63000000000001,285.68,22.740000000000002,86.43,20.08,2881.8099999999995,5167
2019,1,Cesar,Smith,596.37,367.78000000000003,748.42,,610.47,181.57,235.74,344.17,15.66,269.39,430.74,43.23,760.01,33.14,4636.6900000000005,5417
2019,1,Charles,Carrillo,213.01999999999998,120.41000000000001,461.76,170.84,437.4,143.19,685.1,94.53999999999999,20.55,445.78999999999996,22.5,16.36,464.68,8.79,3304.9300000000003,6000
2019,1,Charles,Copeland,77.09,135.57999999999998,68.22,,225.07000000000002,77.33,142.2,249.42,,,60.78,,,3.43,1039.1200000000001,4000
2019,1,Charles,Moreno,639.51,101.15,750.73,300.89,555.47,239.95,298.58,367.69,165.84,791.4300000000001,121.79,68.9,784.28,31.67,5217.879999999999,6500
2019,1,Charles,Preston,251.87,127.38,441.44,,418.91,230.38,577.71,1299.65,3.69,3.64,120.01,1020.53,114.03999999999999,14.78,4624.03,6833
2019,1,Charles,Robles,602.09,185.89999999999998,539.83,160.93,492.81,364.25,429.86,556.6800000000001,225.87,180.52,75.24,639.67,70.07000000000001,11.940000000000001,4535.659999999999,6500
2019,1,Charles,Rodriguez,81.05,296.29,71.67,55.43,618.01,75.34,213.54,161.15,96.13,59.5,284.44,90.22,,502.49,2605.26,6500
2019,1,Cheryl,Ballard,92.04,36.980000000000004,476.87,242.23000000000002,281.15999999999997,,73.32,113.73,5.25,11.82,286.2,41.94,23.369999999999997,6.31,1691.2199999999998,7333
2019,1,Cheryl,Melton,240.62,204.35,508.45,,336.07,587.87,429.52,398.08,6.65,16.59,193.37,216.6,225.25,13.440000000000001,3376.86,6833
2019,1,Cheryl,Morgan,311.16999999999996,235.19,128.99,42.8,34.0,62.95,,152.57,311.57,506.09000000000003,36.980000000000004,612.02,725.6899999999999,8.5,3168.52,7917
2019,1,Chris,Daniel,67.11,53.28,,,399.51,74.31,163.45999999999998,147.26,96.58,107.25,74.78,403.5,267.84000000000003,1415.02,3269.9,6000
2019,1,Chris,Dixon,,53.41,,,207.6,219.24,266.09,51.79,63.43,77.03,73.27,,116.14,435.7,1563.7,7917
2019,1,Chris,White,621.8199999999999,385.32,532.53,563.05,485.15,552.52,426.05,733.18,153.07,336.27,122.61,19.01,155.38,11.67,5097.629999999999,3500
2019,1,Christian,Johns,162.12,392.62,1110.45,300.08,297.43,247.59,322.96000000000004,147.35000000000002,32.5,83.64,44.79,30.01,42.9,13.46,3227.9,16250
2019,1,Christian,Roman,304.33,346.14,131.16,217.05,1024.84,370.90999999999997,732.49,351.99,,165.47000000000003,165.62,678.27,567.84,488.64,5544.750000000001,4833
2019,1,Christie,Mendoza,27.400000000000002,137.76,257.93,,373.21,12.95,,138.4,60.06,8.43,,1467.81,116.76,10.67,2611.38,4833
2019,1,Christie,Williamson,214.82,129.95,826.73,140.18,447.07,36.6,473.31,109.24,35.86,36.540000000000006,177.79000000000002,73.02,79.78,8.99,2789.88,7333
2019,1,Christina,Eaton,393.26,17.52,440.94,51.5,811.28,580.1,415.93,48.35,576.65,26.07,139.67,33.26,118.49000000000001,16.46,3669.4800000000005,4833
2019,1,Christina,Moore,68.7,9.55,124.86999999999999,48.93,,110.32,,22.45,,694.23,135.46,,208.13,,1422.6399999999999,5167
2019,1,Christina,Nelson,48.23,,345.73,59.64,396.67,56.15,3.8,21.99,,3.7399999999999998,,125.31,1.02,,1062.28,6500
2019,1,Christina,Rose,509.77000000000004,117.43,38.73,292.68,1015.24,33.02,247.13,238.20000000000002,718.12,146.49,250.32999999999998,49.77,219.0,5.98,3881.8900000000003,7917
2019,1,Christine,Best,308.75,236.59,453.56,,917.03,338.79,350.83,747.06,1048.66,,444.4,234.3,2769.7999999999997,14.76,7864.530000000001,12083
2019,1,Christine,Burns,443.26,80.88,892.1,213.13,247.38,244.93,240.64,414.9,54.94,60.79,208.07,72.81,496.1,295.39,3965.3199999999997,4333
2019,1,Christine,Davis,232.57999999999998,24.69,139.05,,346.02,,49.95,,84.12,9.25,24.47,10.71,10.56,7.99,939.39,7667
2019,1,Christine,Harris,316.47,649.86,1205.24,212.62,69.89,82.41,119.87,378.54,42.47,261.6,362.58,239.6,2677.14,29.490000000000002,6647.779999999999,5667
2019,1,Christine,Johnson,,205.26999999999998,319.14,41.01,776.3,198.24,220.95,354.1,,7.54,239.45999999999998,519.37,313.97,,3195.3499999999995,7083
2019,1,Christine,Leblanc,169.72,232.13,83.01,98.09,373.33000000000004,179.84,176.27,604.6300000000001,101.24,457.91,542.5,1618.6100000000001,11.08,,4648.360000000001,4333
